set	map	span	crit	K
Oryza_sativa_DeLeon2016	2	0.2	0.742639060244969	3
Oryza_sativa_DeLeon2016	3	0.2	0.851656716128236	3
Oryza_sativa_DeLeon2016	4	0.2	0.619247196840073	3
Oryza_sativa_DeLeon2016	5	0.2	0.6032776768259	3
Oryza_sativa_DeLeon2016	6	0.2	0.675458075153111	3
Oryza_sativa_DeLeon2016	7	0.2	0.63639955523058	3
Oryza_sativa_DeLeon2016	8	0.2	0.62165479259991	3
Oryza_sativa_DeLeon2016	9	0.2	0.286167833104667	3
Oryza_sativa_DeLeon2016	10	0.2	0.388234991057312	3
Oryza_sativa_DeLeon2016	11	0.2	0.563602018325099	3
Oryza_sativa_DeLeon2016	12	0.2	0.589471898105234	3
Phaseolus_vulgaris_Song2015	2	0.2	0.680148485319614	3
Phaseolus_vulgaris_Song2015	3	0.2	1.09582477304251	3
Phaseolus_vulgaris_Song2015	4	0.2	1.51126013194058	3
Phaseolus_vulgaris_Song2015	5	0.2	0.271202994033472	3
Phaseolus_vulgaris_Song2015	6	0.2	0.137557565921558	3
Phaseolus_vulgaris_Song2015	7	0.2	0.571732803134706	3
Phaseolus_vulgaris_Song2015	8	0.2	0.204116104672453	3
Phaseolus_vulgaris_Song2015	9	0.2	0.162493251154809	3
Phaseolus_vulgaris_Song2015	10	0.2	0.201023561897593	3
Phaseolus_vulgaris_Song2015	11	0.2	0.253307840797225	3
Prunus_avium_Shirasawa2017	3	0.2	25.7145026338296	3
Prunus_avium_Shirasawa2017	8	0.25	9.65241975274358	3
Prunus_mume_Zhang2015	2	0.2	1.53690539555149	3
Prunus_mume_Zhang2015	3	0.2	6.51352669592912	3
Prunus_mume_Zhang2015	5	0.2	3.65880471405164	3
Prunus_mume_Zhang2015	6	0.2	0.877367847594123	3
Prunus_mume_Zhang2015	7	0.2	1.05501336817152	3
Prunus_mume_Zhang2015	8	0.2	0.74366490092114	3
Prunus_persica_Verde2017	2	0.2	0.240280705458128	3
Prunus_persica_Verde2017	3	0.2	0.208317966702188	3
Prunus_persica_Verde2017	4	0.2	0.116681659085318	3
Prunus_persica_Verde2017	5	0.2	0.140436717030004	3
Prunus_persica_Verde2017	6	0.2	0.193057405096173	3
Prunus_persica_Verde2017	7	0.2	0.119941561006548	3
Prunus_persica_Verde2017	8	0.2	0.232876776114689	3
Quercus_sp_Bodenes2016	2	0.2	1.80151484826999	3
Quercus_sp_Bodenes2016	3	0.25	1.49778930852568	3
Quercus_sp_Bodenes2016	4	0.2	2.65935533555789	3
Quercus_sp_Bodenes2016	5	0.2	1.92767748716545	3
Quercus_sp_Bodenes2016	6	0.2	1.77615256513365	3
Quercus_sp_Bodenes2016	7	0.2	1.41059767001448	3
Quercus_sp_Bodenes2016	8	0.2	1.15493450434437	3
Quercus_sp_Bodenes2016	9	0.2	2.45395888428915	3
Quercus_sp_Bodenes2016	10	0.2	1.95238192333195	3
Quercus_sp_Bodenes2016	11	0.2	2.19473497686941	3
Quercus_sp_Bodenes2016	12	0.2	1.65464619686845	3
Raphanus_sativus_Mun2015	1	0.2	6.14373769127592	3
Raphanus_sativus_Mun2015	3	0.4	18.2794853566474	3
Raphanus_sativus_Mun2015	5	0.25	14.8799265464131	3
Raphanus_sativus_Mun2015	8	0.45	10.396514483628	3
Raphanus_sativus_Mun2015	9	0.2	57.246689466751	3
Sesamum_indicum_Wang2016	2	0.2	0.561877687784357	3
Sesamum_indicum_Wang2016	3	0.2	0.764514179615024	3
Sesamum_indicum_Wang2016	4	0.2	0.471177719630022	3
Sesamum_indicum_Wang2016	5	0.2	0.364557641504601	3
Sesamum_indicum_Wang2016	6	0.2	0.445262384306829	3
Sesamum_indicum_Wang2016	7	0.2	0.981244416303002	3
Sesamum_indicum_Wang2016	8	0.2	0.320213702459952	3
Sesamum_indicum_Wang2016	9	0.2	0.410447749653192	3
Sesamum_indicum_Wang2016	10	0.2	0.249985395877277	3
Sesamum_indicum_Wang2016	11	0.2	0.62335026528215	3
Sesamum_indicum_Wang2016	12	0.3	0.533310289158811	3
Sesamum_indicum_Wang2016	13	0.2	0.190140739945651	3
Setaria_italica_Bennetzen2012	2	0.2	0.970158089704732	3
Setaria_italica_Bennetzen2012	3	0.2	2.65724389779698	3
Setaria_italica_Bennetzen2012	4	0.2	1.39371229027871	3
Setaria_italica_Bennetzen2012	5	0.2	2.67385720939348	3
Setaria_italica_Bennetzen2012	6	0.2	2.07130452816827	3
Setaria_italica_Bennetzen2012	7	0.3	1.34917439752227	3
Setaria_italica_Bennetzen2012	8	0.2	2.22431090157938	3
Setaria_italica_Bennetzen2012	9	0.2	2.04905252047145	3
Setaria_italica_Ni2017	2	0.2	2.65064242744763	3
Setaria_italica_Ni2017	3	0.2	2.17318407286159	3
Setaria_italica_Ni2017	4	0.2	1.41685256411005	3
Setaria_italica_Ni2017	5	0.2	2.15612779722711	3
Setaria_italica_Ni2017	6	0.2	2.96597565234287	3
Setaria_italica_Ni2017	7	0.2	2.61413154745719	3
Setaria_italica_Ni2017	8	0.2	3.3307623794483	3
Setaria_italica_Ni2017	9	0.2	2.44916226663231	3
Solanum_lycopersicum_Gonda2018	2	0.2	1.73851363022807	3
Solanum_lycopersicum_Gonda2018	3	0.2	1.63663694959343	3
Solanum_lycopersicum_Gonda2018	4	0.2	0.897115129848783	3
Solanum_lycopersicum_Gonda2018	5	0.2	2.57149806084263	3
Solanum_lycopersicum_Gonda2018	6	0.2	0.606207429918642	3
Solanum_lycopersicum_Gonda2018	7	0.2	3.20368935390445	3
Solanum_lycopersicum_Gonda2018	8	0.2	5.3618016421982	3
Solanum_lycopersicum_Gonda2018	9	0.2	6.60577116918169	3
Solanum_lycopersicum_Gonda2018	10	0.25	9.57129336145912	3
Solanum_lycopersicum_Gonda2018	11	0.2	0.913527135377144	3
Solanum_lycopersicum_Gonda2018	12	0.2	6.95055693828858	3
Solanum_tuberosum_Endelman2016	2	0.2	0.20493243970374	3
Solanum_tuberosum_Endelman2016	3	0.2	0.508140734399314	3
Solanum_tuberosum_Endelman2016	4	0.25	15.9220492772306	3
Solanum_tuberosum_Endelman2016	5	0.2	0.216301856435849	3
Solanum_tuberosum_Endelman2016	6	0.2	0.413452318366841	3
Solanum_tuberosum_Endelman2016	7	0.2	0.130036482506391	3
Solanum_tuberosum_Endelman2016	8	0.2	0.194486778313848	3
Solanum_tuberosum_Endelman2016	9	0.2	0.304750815418661	3
Solanum_tuberosum_Endelman2016	10	0.2	0.348634694494379	3
Solanum_tuberosum_Endelman2016	11	0.2	0.187171539895128	3
Solanum_tuberosum_Endelman2016	12	0.3	1.31697726172301	3
Sorghum_bicolor_Zou2012	2	0.2	0.813769800735072	3
Sorghum_bicolor_Zou2012	3	0.2	0.82423051135127	3
Sorghum_bicolor_Zou2012	4	0.2	0.614546851484193	3
Sorghum_bicolor_Zou2012	5	0.2	0.727146657440334	3
Sorghum_bicolor_Zou2012	6	0.2	0.847368152365547	3
Sorghum_bicolor_Zou2012	7	0.2	0.443947495680594	3
Sorghum_bicolor_Zou2012	8	0.2	0.510510488939597	3
Sorghum_bicolor_Zou2012	9	0.2	0.842615957058574	3
Sorghum_bicolor_Zou2012	10	0.2	0.730641081641253	3
Theobroma_cacao_Royaert2016	2	0.2	0.23669926862403	3
Theobroma_cacao_Royaert2016	3	0.2	0.182004135723585	3
Theobroma_cacao_Royaert2016	4	0.2	0.183545850598214	3
Theobroma_cacao_Royaert2016	5	0.2	0.376784262830924	3
Theobroma_cacao_Royaert2016	6	0.2	0.238197025931786	3
Theobroma_cacao_Royaert2016	7	0.2	0.129061988239274	3
Theobroma_cacao_Royaert2016	8	0.2	0.177968088596907	3
Theobroma_cacao_Royaert2016	9	0.2	0.318873346148148	3
Theobroma_cacao_Royaert2016	10	0.2	0.391407226608467	3
Vigna_unguiculata_Lonardi2019	1	0.2	0.242224303988735	3
Vigna_unguiculata_Lonardi2019	2	0.2	0.330490027386793	3
Vigna_unguiculata_Lonardi2019	3	0.2	0.760574212641768	3
Vigna_unguiculata_Lonardi2019	4	0.2	0.243486945708601	3
Vigna_unguiculata_Lonardi2019	5	0.2	0.249055018092646	3
Vigna_unguiculata_Lonardi2019	7	0.2	0.242599344698396	3
Vigna_unguiculata_Lonardi2019	8	0.2	0.248183391855707	3
Vigna_unguiculata_Lonardi2019	9	0.2	0.289318709698808	3
Vigna_unguiculata_Lonardi2019	6	0.2	0.237050225307097	3
Vigna_unguiculata_Lonardi2019	10	0.2	0.344853588833768	3
Vigna_unguiculata_Lonardi2019	11	0.2	0.312012931626774	3
Vitis_vinifera_Brault2020	1	0.35	1.63688085367474	3
Vitis_vinifera_Brault2020	2	0.2	2.50233757955511	3
Vitis_vinifera_Brault2020	3	0.2	1.93743737812825	3
Vitis_vinifera_Brault2020	4	0.2	2.14501030614935	3
Vitis_vinifera_Brault2020	5	0.2	3.80549347496128	3
Vitis_vinifera_Brault2020	6	0.2	1.33727218067258	3
Vitis_vinifera_Brault2020	7	0.2	1.85110418955636	3
Vitis_vinifera_Brault2020	8	0.2	0.437384358801887	3
Vitis_vinifera_Brault2020	9	0.2	2.49124055730216	3
Vitis_vinifera_Brault2020	10	0.2	0.567110634153152	3
Vitis_vinifera_Brault2020	11	0.2	0.895757028020782	3
Vitis_vinifera_Brault2020	12	0.2	0.832352685367676	3
Vitis_vinifera_Brault2020	13	0.2	1.28255646011804	3
Vitis_vinifera_Brault2020	14	0.2	1.35884449953852	3
Vitis_vinifera_Brault2020	15	0.2	0.899393277403293	3
Vitis_vinifera_Brault2020	16	0.2	3.50679208457761	3
Vitis_vinifera_Brault2020	17	0.2	1.63908229746925	3
Vitis_vinifera_Brault2020	18	0.2	0.859181593972921	3
Vitis_vinifera_Brault2020	19	0.2	4.23253296298097	3
Zea_mays_MaizeGDBConsensus_v4	1	0.2	2.40526013226001	3
Zea_mays_MaizeGDBConsensus_v4	2	0.2	1.78686552357828	3
Zea_mays_MaizeGDBConsensus_v4	3	0.2	1.96513628429799	3
Zea_mays_MaizeGDBConsensus_v4	4	0.2	3.93147820011651	3
Zea_mays_MaizeGDBConsensus_v4	5	0.2	1.55119400718017	3
Zea_mays_MaizeGDBConsensus_v4	6	0.2	1.96691793595875	3
Zea_mays_MaizeGDBConsensus_v4	7	0.2	1.63699169203499	3
Zea_mays_MaizeGDBConsensus_v4	8	0.2	1.38859469522622	3
Zea_mays_MaizeGDBConsensus_v4	9	0.2	1.22041189909535	3
Zea_mays_MaizeGDBConsensus_v4	10	0.2	1.09392873367335	3
Panicum_hallii_Lovell2018	9	0.2	1.44919799796482	3
Panicum_hallii_Lovell2018	1	0.2	1.11132481020614	3
Panicum_hallii_Lovell2018	3	0.2	1.17286026470622	3
Panicum_hallii_Lovell2018	7	0.2	0.679218586928256	3
Panicum_hallii_Lovell2018	8	0.2	0.818034506244677	3
Panicum_hallii_Lovell2018	4	0.2	0.642002894835733	3
Panicum_hallii_Lovell2018	5	0.2	0.823167173348092	3
Panicum_hallii_Lovell2018	2	0.2	1.4167088582262	3
Panicum_hallii_Lovell2018	6	0.2	0.475596359684588	3
Triticum_urartu_Ling2018	2	0.2	1.89023151863802	3
Triticum_urartu_Ling2018	3	0.2	1.9691514811849	3
Triticum_urartu_Ling2018	4	0.2	1.77194847036532	3
Triticum_urartu_Ling2018	5	0.2	1.90180210178351	3
Triticum_urartu_Ling2018	6	0.2	1.61482873838578	3
Triticum_urartu_Ling2018	7	0.2	2.17061433831557	3
Triticum_aestivum_GutierrezGonzalez2019	1A	0.2	1.75299408761985	3
Triticum_aestivum_GutierrezGonzalez2019	2A	0.2	0.632392625035988	3
Triticum_aestivum_GutierrezGonzalez2019	3A	0.2	2.78745222763673	3
Triticum_aestivum_GutierrezGonzalez2019	4A	0.2	2.89770502975128	3
Triticum_aestivum_GutierrezGonzalez2019	5A	0.2	0.596620728011079	3
Triticum_aestivum_GutierrezGonzalez2019	6A	0.2	1.1901890533322	3
Citrus_sinensis_Huang2018	1	0.3	2.66902910997448	3
Citrus_sinensis_Huang2018	2	0.3	2.34278447581861	3
Citrus_sinensis_Huang2018	3	0.2	1.60876644705514	3
Citrus_sinensis_Huang2018	4	0.3	0.987073144951724	3
Citrus_sinensis_Huang2018	5	0.2	1.79213931533385	3
Citrus_sinensis_Huang2018	6	0.3	1.25706778210598	3
Citrus_sinensis_Huang2018	7	0.3	2.33910133460437	3
Citrus_sinensis_Huang2018	8	0.3	2.06322789685468	3
Citrus_sinensis_Huang2018	9	0.3	2.21181243847396	3
Brassica_napus_Yang2017	A01	0.3	1.53265185532696	3
Brassica_napus_Yang2017	A02	0.3	5.86819081446487	3
Brassica_napus_Yang2017	A03	0.2	1.41869520691708	3
Brassica_napus_Yang2017	A04	0.3	0.87115203765199	3
Brassica_napus_Yang2017	A05	0.35	1.59523914714069	3
Brassica_napus_Yang2017	A07	0.3	0.919294257745155	3
Brassica_napus_Yang2017	A08	0.3	1.09911463823869	3
Brassica_napus_Yang2017	A09	0.3	1.34959466647062	3
Brassica_napus_Yang2017	A10	0.3	0.763467888765041	3
Brassica_napus_Yang2017	C02	0.3	34.3966724217762	3
Brassica_napus_Yang2017	C03	0.3	3.83720726697565	3
Brassica_napus_Yang2017	C04	0.3	2.16723786841024	3
Brassica_napus_Yang2017	C07	0.3	0.711264882019767	3
Brassica_napus_Yang2017	C08	0.3	2.66532617392678	3
Brassica_rapa_CodyMarkelz2017	A01	0.2	0.728437400869837	3
Brassica_rapa_CodyMarkelz2017	A03	0.2	0.470761669058678	3
Brassica_rapa_CodyMarkelz2017	A04	0.2	0.242124574908307	3
Brassica_rapa_CodyMarkelz2017	A06	0.2	0.440540871683462	3
Brassica_rapa_CodyMarkelz2017	A07	0.2	1.40888533985148	3
Brassica_rapa_CodyMarkelz2017	A09	0.2	0.882721319390503	3
Brassica_rapa_CodyMarkelz2017	A10	0.2	0.520245523988169	3
Cucurbita_maxima_Wang2020	2	0.2	2.01570041941185	3
Cucurbita_maxima_Wang2020	3	0.2	4.04124422013066	3
Cucurbita_maxima_Wang2020	4	0.2	3.52221753803911	3
Cucurbita_maxima_Wang2020	5	0.2	5.00777585875845	3
Cucurbita_maxima_Wang2020	6	0.2	3.19741356735827	3
Cucurbita_maxima_Wang2020	7	0.2	2.35524693758579	3
Cucurbita_maxima_Wang2020	8	0.2	2.52021956159897	3
Cucurbita_maxima_Wang2020	9	0.2	2.67201868427762	3
Cucurbita_maxima_Wang2020	10	0.2	8.53492516852646	3
Cucurbita_maxima_Wang2020	11	0.2	3.68053633515724	3
Cucurbita_maxima_Wang2020	12	0.2	11.7608162119348	3
Cucurbita_maxima_Wang2020	13	0.2	8.72199955335028	3
Cucurbita_maxima_Wang2020	15	0.2	8.42283416698483	3
Cucurbita_maxima_Wang2020	16	0.2	4.00298176012475	3
Cucurbita_maxima_Wang2020	17	0.2	10.1297189137572	3
Cucurbita_maxima_Wang2020	19	0.2	12.6549514157269	3
Cucurbita_maxima_Wang2020	20	0.2	15.5820598931367	3
Cucurbita_pepo_MonteroPau2017	1	0.2	42.6901102421892	3
Cucurbita_pepo_MonteroPau2017	2	0.2	3.4580585535322	3
Cucurbita_pepo_MonteroPau2017	5	0.2	1.18084136294083	3
Cucurbita_pepo_MonteroPau2017	8	0.2	2.07672039970332	3
Cucurbita_pepo_MonteroPau2017	9	0.2	7.08356084463402	3
Cucurbita_pepo_MonteroPau2017	19	0.2	7.97510612731255	3
Cucurbita_pepo_MonteroPau2017	10	0.2	2.87574653131236	3
Cucurbita_pepo_MonteroPau2017	17	0.2	1.60187674331536	3
Cucurbita_pepo_MonteroPau2017	18	0.2	0.331343542360253	3
Cucurbita_pepo_MonteroPau2017	7	0.2	4.56109236065409	3
Cucurbita_pepo_MonteroPau2017	14	0.2	0.565963563709965	3
Cucurbita_pepo_MonteroPau2017	20	0.2	3.6917373117074	3
Cucurbita_pepo_MonteroPau2017	11	0.2	2.95505930902352	3
Cucurbita_pepo_MonteroPau2017	12	0.2	0.841953490413648	3
Cucurbita_pepo_MonteroPau2017	13	0.2	4.14582093908002	3
Cucurbita_pepo_MonteroPau2017	15	0.2	6.77547148129831	3
Cucurbita_pepo_MonteroPau2017	16	0.2	6.78080562291748	3
Cucurbita_pepo_MonteroPau2017	3	0.2	1.1787175480635	3
Cucurbita_pepo_MonteroPau2017	6	0.2	0.745686944568389	3
Elaeis_guineensis_Yaakub2020	8	0.3	10.8639129763641	3
Elaeis_guineensis_Yaakub2020	5	0.2	4.52370897856696	3
Elaeis_guineensis_Yaakub2020	2	0.2	13.2063950250907	3
Elaeis_guineensis_Yaakub2020	1	0.2	8.34313577873829	3
Elaeis_guineensis_Yaakub2020	12	0.2	6.6416951521061	3
Elaeis_guineensis_Yaakub2020	10	0.3	16.9204125192684	3
Elaeis_guineensis_Yaakub2020	15	0.3	14.221912210453	3
Elaeis_guineensis_Yaakub2020	14	0.5	8.50680299488106	3
Elaeis_guineensis_Yaakub2020	3	0.2	25.0078970931062	3
Elaeis_guineensis_Yaakub2020	4	0.2	4.63837110460587	3
Elaeis_guineensis_Yaakub2020	6	0.2	9.34828283704597	3
Elaeis_guineensis_Yaakub2020	7	0.2	10.2032923145252	3
Triticum_aestivum_GutierrezGonzalez2019	7A	0.2	0.887905759759778	3
Triticum_aestivum_GutierrezGonzalez2019	1B	0.2	1.50848294800996	3
Triticum_aestivum_GutierrezGonzalez2019	2B	0.2	1.45316370546767	3
Triticum_aestivum_GutierrezGonzalez2019	3B	0.2	1.06750116163658	3
Triticum_aestivum_GutierrezGonzalez2019	4B	0.2	1.01517945475494	3
Triticum_aestivum_GutierrezGonzalez2019	5B	0.2	1.05436383502243	3
Triticum_aestivum_GutierrezGonzalez2019	6B	0.2	0.707697770481499	3
Triticum_aestivum_GutierrezGonzalez2019	7B	0.2	0.917116870804591	3
Triticum_aestivum_GutierrezGonzalez2019	1D	0.2	1.65636309468681	3
Triticum_aestivum_GutierrezGonzalez2019	2D	0.2	0.59087025294036	3
Triticum_aestivum_GutierrezGonzalez2019	3D	0.2	1.12826337980947	3
Triticum_aestivum_GutierrezGonzalez2019	4D	0.2	2.24707850296896	3
Triticum_aestivum_GutierrezGonzalez2019	5D	0.2	1.56868920718488	3
Triticum_aestivum_GutierrezGonzalez2019	6D	0.2	1.6414157857134	3
Triticum_aestivum_GutierrezGonzalez2019	7D	0.2	1.98455617899873	3
Camellia_sinensis_Xu2018	3	0.2	13.5325411565835	3
Camellia_sinensis_Xu2018	1	0.35	10.0049206108015	3
Camellia_sinensis_Xu2018	7	0.2	4.59651826623222	3
Camellia_sinensis_Xu2018	5	0.5	36.3179190238661	3
Camellia_sinensis_Xu2018	15	0.25	4.62288617789046	3
Camellia_sinensis_Xu2018	9	0.25	13.546900048818	3
Camellia_sinensis_Xu2018	2	0.2	10.3391324935278	3
Camellia_sinensis_Xu2018	4	0.2	16.3392960953426	3
Camellia_sinensis_Xu2018	8	0.2	9.31360014008395	3
